,fold,test_loss,test_acc
0,1,1.8724981898611242,0.3974799541809851
1,2,1.8591986021825246,0.33896396396396394
2,3,2.027522918993029,0.3956756756756757
3,4,1.7313350977436188,0.3696969696969697
4,5,1.452683897341712,0.4722222222222222
5,6,2.372477099299431,0.2600243013365735
