,train_loss,train_acc,valid_loss,valid_acc,epoch,learning_rate,training_time
0,3.8882940221916544,0.032857142857142856,3.924377591986405,0.029900332225913623,1,0.012,206.70477867126465
1,3.6489535976539957,0.04214285714285714,4.002383357600162,0.04318936877076412,2,0.012,375.70200514793396
2,3.5369102440097113,0.062142857142857146,3.654419208827772,0.05647840531561462,3,0.012,576.5494694709778
3,3.5071600675582886,0.06642857142857143,3.612800033468949,0.059800664451827246,4,0.012,749.7972836494446
4,3.4367035004225643,0.08285714285714285,4.0794603699132015,0.029900332225913623,5,0.012,889.4539561271667
5,3.3402619036761196,0.095,3.3860080869574296,0.08305647840531562,6,0.012,1029.128454208374
6,3.240653929385272,0.11428571428571428,3.502579563542416,0.05647840531561462,7,0.012,1192.665232181549
7,3.1866774369369852,0.12571428571428572,3.3061670504118266,0.10963455149501661,8,0.012,1438.4092741012573
8,3.0283332792195408,0.16642857142857143,3.370076141859356,0.13953488372093023,9,0.012,1656.5882971286774
9,2.9313095022331583,0.17285714285714285,3.014135561491314,0.12956810631229235,10,0.012,1803.3864343166351
10,2.9193954928354784,0.19071428571428573,4.0626872840680575,0.059800664451827246,11,0.012,1975.2041618824005
11,2.840338595888831,0.19785714285714287,3.1778972776312577,0.12956810631229235,12,0.012,2119.7252702713013
12,2.6921440972523256,0.24357142857142858,2.8874893815893876,0.21926910299003322,13,0.012,2250.424586057663
13,2.7200683395970953,0.23214285714285715,2.874823068317614,0.2425249169435216,14,0.012,2432.213591814041
14,2.6162514686584473,0.24928571428571428,3.192475017748381,0.11960132890365449,15,0.012,2676.2631344795227
15,2.5392990464513954,0.27285714285714285,2.6727444309937325,0.2425249169435216,16,0.012,2933.687662124634
16,2.400508711283857,0.315,2.5785078625929985,0.2558139534883721,17,0.012,3050.864536046982
17,2.332778353582729,0.3414285714285714,2.615138524457028,0.2857142857142857,18,0.012,3242.8651089668274
18,2.3429434800689872,0.3264285714285714,2.6477534269031726,0.29900332225913623,19,0.012,3459.531990289688
19,2.2162717404690655,0.36642857142857144,3.218245029449463,0.17275747508305647,20,0.012,3636.675329208374
20,2.20158475772901,0.37642857142857145,2.801712657275953,0.19269102990033224,21,0.012,3823.97554731369
21,2.2677997716448526,0.3585714285714286,2.8312539426903975,0.2059800664451827,22,0.012,3940.9110910892487
22,2.1073056933554737,0.3842857142857143,2.3618469426506445,0.2823920265780731,23,0.012,4109.4005563259125
23,1.9953020783987911,0.4235714285714286,2.5478380291085494,0.28903654485049834,24,0.012,4327.160243034363
24,1.8699773658405652,0.46214285714285713,2.070501158111974,0.3953488372093023,25,0.012,4575.567636966705
25,1.788341839205135,0.48928571428571427,2.064338382921721,0.4053156146179402,26,0.012,4945.950372934341
26,1.7032060521570118,0.49642857142857144,1.9597945934847782,0.42857142857142855,27,0.012,5317.997518062592
27,1.6551641632210126,0.5335714285714286,2.0575887968665674,0.4152823920265781,28,0.012,5690.61470580101
