,train_loss,train_acc,valid_loss,valid_acc,epoch,learning_rate,training_time
0,1.194269174337387,0.21103896103896103,1.0953903198242188,0.26865671641791045,1,0.002,9.961612462997437
1,1.05473373234272,0.4902597402597403,1.1384617567062378,0.47761194029850745,2,0.002,18.763447046279907
2,1.0262213200330734,0.5,1.0747488498687745,0.47761194029850745,3,0.002,27.41177010536194
3,0.9907497733831405,0.5,1.6421525001525878,0.47761194029850745,4,0.002,36.32361388206482
4,0.9392813295125961,0.5097402597402597,5.40311369895935,0.47761194029850745,5,0.002,45.200047969818115
5,0.9031478762626648,0.5487012987012987,3.6936180114746096,0.47761194029850745,6,0.002,54.07218074798584
6,0.9190394967794419,0.5681818181818182,1.634968876838684,0.3283582089552239,7,0.002,63.06299710273743
7,0.9042998760938644,0.5357142857142857,5.6891676902771,0.47761194029850745,8,0.002,71.94920253753662
8,0.8591092556715012,0.5714285714285714,1.2077476143836976,0.3880597014925373,9,0.002,80.82527542114258
9,0.871004855632782,0.6006493506493507,1.4023829102516174,0.2835820895522388,10,0.002,89.98695969581604
10,0.8399576544761658,0.551948051948052,1.478494107723236,0.34328358208955223,11,0.002,98.77977418899536
11,0.8263283640146255,0.6006493506493507,0.967851197719574,0.582089552238806,12,0.002,107.5492651462555
12,0.8941120982170105,0.5909090909090909,8.060537719726563,0.47761194029850745,13,0.002,116.45685482025146
13,0.7647087156772614,0.5941558441558441,0.8897938847541809,0.5373134328358209,14,0.002,125.44451761245728
14,0.7262713685631752,0.6655844155844156,1.9637470722198487,0.31343283582089554,15,0.002,134.33181715011597
15,0.7471603572368621,0.5974025974025974,12.522369194030762,0.47761194029850745,16,0.002,143.14562106132507
16,0.692248885333538,0.6623376623376623,1.0740564346313477,0.44776119402985076,17,0.002,151.93775272369385
17,0.8035909026861191,0.6396103896103896,1.8962429285049438,0.4626865671641791,18,0.002,160.72986102104187
18,0.6942419722676277,0.6753246753246753,1.033030366897583,0.5671641791044776,19,0.002,169.68067288398743
19,0.7958666473627091,0.6363636363636364,1.3950798392295838,0.44776119402985076,20,0.002,178.402193069458
20,0.7040610894560814,0.6590909090909091,1.0111785888671876,0.4925373134328358,21,0.002,187.12894082069397
